Track URI,Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness
spotify:track:5LIec74plIZg9SOXebkWE1,Beat Drop,Simon Curtis,47,[],Super 8-Bit Heart,43,0.733,0.734,10,-6.039,1,0.0345
spotify:track:4Xz9c4VECdI8Y2EhTSo9Vi,Nowhere To Run,Martha Reeves & The Vandellas,55,"['classic girl group', 'classic soul', 'motown', 'soul']",Dance Party,0,0.607,0.818,2,-9.351,0,0.047
spotify:track:1lCRw5FEZ1gPDNPzy1K4zW,We Are The Champions - Remastered 2011,Queen,83,"['classic rock', 'glam rock', 'rock']",News Of The World (2011 Remaster),75,0.268,0.459,10,-6.94,1,0.0346
spotify:track:6gt6hUfAeCcdDJcmlsD06p,Hush - Theme From Turn,Joy Williams,56,"['acoustic pop', 'christian indie', 'nashville americana', 'nashville singer-songwriter', 'new americana']",Hush (Theme From Turn),34,0.5,0.421,0,-10.709,1,0.0278
spotify:track:2a3JYsfxG551Cwv1zWZChp,I Am The Man Thomas,The Devil Makes Three,54,"['new americana', 'western americana']",Redemption & Ruin,46,0.675,0.696,7,-7.347,1,0.0451
spotify:track:6rjxy4oXVT4PFRY9WG3S6M,Fun Lovin' - Dropgun Remix,Taku-Hero,21,[],Fun Lovin' (The Remixes),0,0.608,0.867,9,-4.381,1,0.0325
spotify:track:6GeqLVD98Y2lTLwy2OB7rK,Pan Master Slash (Dead Cells Animated),Yoann Laulan,36,[],Pan Master Slash (Dead Cells Animated),33,0.581,0.47,5,-15.001,0,0.0539
spotify:track:7mkemk33kdLQvrkIpRkWWd,The Railroad,"Goodnight, Texas",46,['rebel blues'],A Long Life of Living,55,0.681,0.423,0,-12.002,1,0.0253
spotify:track:3GKAx2LzLirtEDvnD4p4eK,Built for Pain,Esterly,39,['rebel blues'],Built for Pain,8,0.653,0.671,3,-6.923,0,0.0333
spotify:track:0vI4E9advbgPGvRt7RImvK,Saints of the Sinners,The Faim,45,"['australian alternative rock', 'modern alternative rock']",Saints of the Sinners,49,0.597,0.614,7,-5.377,1,0.0936
spotify:track:4pbJqGIASGPr0ZpGpnWkDn,We Will Rock You - Remastered 2011,Queen,83,"['classic rock', 'glam rock', 'rock']",News Of The World (2011 Remaster),79,0.692,0.497,2,-7.316,1,0.119
spotify:track:6Bges3r1LdUcU78Tb3piEH,A Toast to 15 Years,Pixel Pirates,23,[],A Toast to 15 Years (Of World of Warcraft),0,0.568,0.942,2,-5.819,1,0.0766
spotify:track:2iI556oF2qwtac9r1RzrXo,The Call,League of Legends,75,"['speedrun', 'video game music']",The Call,61,0.203,0.54,5,-12.594,0,0.0738
spotify:track:5TJ7V4Ke2CILwLEVJziBjO,We Are The Rulers,Hidden Citizens,48,['epicore'],Propago,23,0.354,0.754,4,-5.107,1,0.0547
spotify:track:7g3HQ4npoO3Zrp9Zia0J0E,Ego - Radio Edit,Willy William,64,['pop dance'],Une seule vie,64,0.787,0.778,10,-5.428,0,0.0456
spotify:track:416MsJxvxSKY96DCmbJIRs,The Hanging Tree,James Newton Howard,61,"['orchestral soundtrack', 'soundtrack']",The Hunger Games: Mockingjay Pt. 1 (Original Motion Picture Score),65,0.213,0.0743,9,-18.071,0,0.0408
spotify:track:2dVhhqjiFFRV9zkNFoM1WM,Fired Up,Hush,39,[],Bulletproof,56,0.836,0.813,0,-5.187,1,0.177
spotify:track:4pIO4Hi73yRGnXt8zRbQ7m,"Arise (From Marvel's ""Cloak & Dagger"")",The Seige,54,"['bossbeat', 'cali rap']","Arise (From Marvel's ""Cloak & Dagger"")",65,0.627,0.852,8,-3.545,1,0.172
spotify:track:7IlqITMht7vftinzMxZQJP,War Is My Fate,Kyung Joon Kim,18,[],War Is My Fate,38,0.621,0.722,2,-4.455,0,0.039
spotify:track:2SRa1WQQWmQ9sASqmJ3olW,UNSTOPPABLE,Vo Williams,46,['bossbeat'],UNSTOPPABLE,28,0.498,0.807,2,-6.712,1,0.162
spotify:track:1C7dZ88uvixW5qQpK1RFBS,Dynamite (Bigroom Nation),W&W,67,"['big room', 'dutch house', 'dutch trance', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'progressive house']",Dynamite (Bigroom Nation),46,0.527,0.947,11,-3.654,0,0.0807
spotify:track:3IGRtssLeGBOhBJi4kvKTN,Whine Dat,Kongsted,33,"['dakke dak', 'danish electronic', 'danish hip hop', 'danish pop']",Whine Dat,43,0.794,0.925,1,-3.729,0,0.052
spotify:track:6A6PDawvZIfnJHW40sBHzz,Miracle,The Score,67,"['modern alternative rock', 'pov: indie']",ATLAS,58,0.638,0.766,11,-4.12,0,0.0368
spotify:track:4RWpsZUfHdfCVX1KgpQgWU,Ruckus,Konata Small,36,['christian trap'],Ruckus,48,0.63,0.962,2,-1.692,1,0.36
spotify:track:6gbZvxPMHrpIA8RAscDO9D,,,0,[],,0,0.712,0.655,8,-7.813,1,0.0487
spotify:track:6QSE8EGg1mMmdLDyai8lGP,Katyusha,Mikhail Isakovsky,0,[],Russian Things,0,0.619,0.389,6,-8.39,0,0.0449
spotify:track:6UtLHCRVVflLgQ0hDZQkpQ,Me and Mine,The Brothers Bright,38,[],Abolition,49,0.513,0.69,2,-8.96,1,0.0406
spotify:track:7Bt0bbUJMfkX94orNHHUHw,Next Level,Mountains vs. Machines,38,"['bossbeat', 'rebel blues']",Next Level,0,0.574,0.851,10,-4.073,0,0.0643
spotify:track:7JOizhmt3HlBgQyJEa0AgK,Short Change Hero,The Heavy,56,"['bath indie', 'modern blues rock']",The House That Dirt Built,60,0.68,0.64,1,-6.691,0,0.0336
spotify:track:3zmduBNsQ6BPDTZAkXzG5K,Can't Be Touched (feat. Mr. Magic & Trouble),Roy Jones Jr.,58,[],"Body Head Bangerz, Vol. 1",73,0.642,0.777,4,-4.809,0,0.094
spotify:track:0tBbt8CrmxbjRP0pueQkyU,Wolves,Selena Gomez,83,"['pop', 'post-teen pop']",Wolves,79,0.724,0.804,11,-4.614,0,0.0448
spotify:track:587nP9FS8o0p70Z3JS9Uem,Valhalla Calling,Miracle Of Sound,60,['irish metal'],Valhalla Calling,66,0.56,0.591,11,-10.892,0,0.0258
spotify:track:7Io04kxitgMVWdtNeHnBuN,Only Us,Miracle Of Sound,60,['irish metal'],Level 10,49,0.496,0.48,1,-11.321,0,0.0304
spotify:track:0kchDBALblGlDLNAOWJKeF,Superhuman,Campfire,31,['bossbeat'],Superhuman,40,0.66,0.76,2,-7.9,1,0.2
spotify:track:6oQI9laBVk1Vk5MCyvXn2U,My Name Is..,Once Monsters,44,['bossbeat'],My Name Is..,57,0.53,0.75,0,-4.581,1,0.141
spotify:track:7pcjhiKODADooP7IFPgetr,Stayin' Alive,N-Trance,47,"['eurodance', 'hip house']",Stayin' Alive,0,0.805,0.863,6,-7.853,0,0.0771
spotify:track:3dxDj8pDPlIHCIrUPXuCeG,Sandstorm,Darude,57,"['eurodance', 'finnish edm']",Before the Storm,68,0.532,0.967,11,-7.977,0,0.0457
spotify:track:1B75hgRqe7A4fwee3g3Wmu,U Can't Touch This,MC Hammer,55,"['hip hop', 'hip house']",Please Hammer Don't Hurt 'Em,74,0.867,0.517,11,-13.222,0,0.0875
spotify:track:0q7cv2YlB4BpFEoKmtGkAV,What is Love,Haddaway,63,"['eurodance', 'europop']",Dance Power - I Love 90's,0,0.713,0.878,7,-4.463,0,0.0358
spotify:track:0mXdr7xSLgrfem9kFPH6SO,Smells Like Teen Spirit,Cast from Pan,18,[],Pan (Original Motion Picture Soundtrack),37,0.474,0.459,0,-15.936,1,0.0671
spotify:track:796kVXVlfWwMyleQEAul6g,Welcome To The War,7kingZ,37,['bossbeat'],REIGN,46,0.699,0.823,1,-5.377,1,0.0408
spotify:track:5QmR6XFJsGIJ4dZf75hiy6,Pretty Lies,Written by Wolves,44,"['gymcore', 'post-screamo']",Pretty Lies,0,0.635,0.875,7,-3.957,1,0.0441
spotify:track:6U3TjhNs8LwNEDaDrOrGh5,This Is It,7kingZ,37,['bossbeat'],Dedication: The Start - EP,33,0.472,0.875,1,-5.738,1,0.234
spotify:track:5XgKbw2u6aY64K9EL3UoND,Rise Up,Clear Blue Fire,26,['bossbeat'],Rise Up,36,0.545,0.752,11,-7.996,1,0.0708
spotify:track:2dLHezrk5FdSzM8gftvKqh,This Is My World,Esterly,39,['rebel blues'],This Is My World,13,0.602,0.625,8,-5.165,1,0.0394
spotify:track:2kgqupahrJpYB4r1poTXEY,Axel F,Harold Faltermeyer,54,"['german soundtrack', 'synthesizer', 'synthpop']",Harold F,60,0.799,0.491,1,-17.105,1,0.0891
spotify:track:1TfqLAPs4K3s2rJMoCokcS,Sweet Dreams (Are Made of This) - Remastered,Eurythmics,66,"['dance rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock', 'sophisti-pop', 'synthpop']",Sweet Dreams (Are Made Of This),83,0.692,0.711,0,-7.498,0,0.0317
spotify:track:3bidbhpOYeV4knp8AIu8Xn,Can't Hold Us (feat. Ray Dalton),Macklemore & Ryan Lewis,73,"['pop rap', 'seattle hip hop']",The Heist,82,0.641,0.922,2,-4.457,1,0.0786
spotify:track:29Y7wbrOvQlAwZQJM51ugW,Survivor,2WEI,60,['epicore'],Sequels,3,0.348,0.547,7,-10.288,1,0.068
spotify:track:13WrQpPeut2MTy6jbRwc2Y,Hit The Road Jack,2WEI,60,['epicore'],Hit The Road Jack,0,0.281,0.651,9,-9.027,0,0.0539
spotify:track:1r9xUipOqoNwggBpENDsvJ,Enemy (with JID) - from the series Arcane League of Legends,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Enemy (with JID) [from the series Arcane League of Legends],80,0.728,0.783,11,-4.424,0,0.266
spotify:track:2bDENJyfbxj0neGiXUFvIX,Legendary,Welshly Arms,51,"['modern alternative rock', 'modern hard rock']",No Place Is Home,65,0.537,0.656,11,-5.863,0,0.0411
spotify:track:3uN1f0o988Pc8opHzLK6KA,Stick Em,DJ Isaac,51,"['australian dance', 'classic hardstyle', 'euphoric hardstyle', 'gabber', 'happy hardcore']",Stick Em,0,0.447,0.926,4,-4.384,0,0.0879
spotify:track:6tYg8lstbIXTDt8IKlBnG6,My World Now,7kingZ,37,['bossbeat'],My World Now - EP,39,0.676,0.855,9,-5.625,1,0.255
spotify:track:5kKNwf91GRfbQlIYv81Frz,Karma (Hardline),Jamie N Commons,52,['modern blues rock'],Karma (Hardline),37,0.602,0.743,0,-3.983,1,0.0536
spotify:track:0zBOpwXhOg36O37BIydxTi,Dangerous Man,Valley Of Wolves,43,"['bossbeat', 'rebel blues']",Take It All,0,0.672,0.809,2,-4.188,1,0.065
spotify:track:3wmhO6hIa8Vx9iWUFawTJc,Cold Blooded Love - Arc North Remix,Goblins from Mars,38,[],Vol. 2 (Originals),30,0.314,0.815,8,-4.223,0,0.405
spotify:track:0W5829IASor71LdeN8Ep4n,Hoovela,Steve Aoki,71,"['edm', 'electro house', 'pop dance']",Neon Future III,40,0.324,0.979,4,-4.17,0,0.0987
spotify:track:6l7ydMQraSCbbSLVNNW4EW,Last Man Standing,Graffiti Ghosts,38,['bossbeat'],Graffiti Ghosts,0,0.465,0.871,8,-4.412,0,0.0507
spotify:track:37g1RYWXZP7qPVWm62ffOz,"He's a Pirate (from ""Pirates of the Caribbean: Curse of the Black Pearl"") - From ""Pirates of the Caribbean: The Curse Of the Black Pearl""/Score",Klaus Badelt,60,"['german soundtrack', 'orchestral soundtrack', 'soundtrack']",A Musical Tour: Treasures of the Walt Disney Archives at The Reagan Library,48,0.463,0.624,10,-13.167,1,0.0485
spotify:track:2gaZJDgE71VL9PzzUUlpMg,Dragonborn,Jeremy Soule,64,"['orchestral soundtrack', 'scorecore', 'video game music']",The Elder Scrolls V: Skyrim: Original Game Soundtrack,61,0.413,0.482,11,-13.311,0,0.0539
spotify:track:5YPMEOJ58kfl56VHxTgwx3,Play Hard (feat. Ne-Yo & Akon),David Guetta,87,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Nothing but the Beat (Ultimate Edition),72,0.691,0.921,8,-1.702,0,0.0533
spotify:track:2GiJYvgVaD2HtM8GqD9EgQ,Electric Love,BØRNS,67,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",Dopamine,81,0.611,0.797,6,-7.627,0,0.0533
spotify:track:49qEikVVPd6PgH6S2pbXjZ,Horns,Bryce Fox,54,"['modern alternative rock', 'rebel blues']",Heaven on Hold,66,0.49,0.753,6,-5.411,1,0.238
spotify:track:759Ia9ktJ6g6YEHETvTMvL,Star Wars Guitar Medley: Duel of the Fates / The Imperial March / Binary Sunset,Stuart Edge,17,[],Star Wars Guitar Medley: Duel of the Fates / The Imperial March / Binary Sunset,32,0.48,0.92,11,-6.774,0,0.197
spotify:track:4GSXbQS7fv6QKGi3ijoeJs,Our World,Campfire,31,['bossbeat'],Our World,44,0.653,0.826,1,-5.175,1,0.134
spotify:track:03JG2gFlme44DdvmPueSwk,War,The Mowex,18,[],War,0,0.475,0.811,5,-4.41,0,0.0462
spotify:track:3Fg5uhtWBlW0es8GSqQ6Ff,Mortals,Warriyo,45,['belgian edm'],Mortals,8,0.323,0.657,2,-6.097,0,0.0458
spotify:track:1w8DxFHDDInmn5TovLKKrW,Save My Life (feat. Lovespeake),David Guetta,87,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",Save My Life (feat. Lovespeake),53,0.704,0.745,11,-7.664,0,0.0448
spotify:track:6XnPopwCZ6odHVVqMsllL5,The Reckoning,Within Temptation,61,"['dutch metal', 'gothic metal', 'gothic symphonic metal', 'symphonic metal']",Resist (Extended Deluxe),56,0.31,0.825,1,-4.53,1,0.0563
spotify:track:2fZFQe9qyQx1AX7tZ3Uztl,Death Grip,Watt White,48,['rebel blues'],Death Grip,51,0.439,0.92,2,-3.772,1,0.107
spotify:track:4Ijr3J0lnLCGZvpXBiqCjU,Bap U,Party Favor,53,"['brostep', 'edm', 'electro house', 'electronic trap']",Bap U,58,0.668,0.953,8,-1.784,0,0.0386
spotify:track:2lHWiGp4TH9swlq2iZEodE,Not Gonna Break Me,Jamie N Commons,52,['modern blues rock'],Jamie N Commons,34,0.643,0.724,9,-4.811,0,0.039
spotify:track:6xJ346fhznUBsuekeNb63U,Play Dirty,Kevin McAllister,32,['bossbeat'],Play Dirty,51,0.581,0.575,11,-5.767,0,0.0367
spotify:track:3zRgdfwiFzHeDq4VYOpYpk,I'm Something Else,SomeThingElseyt,41,['pixel'],I'm Something Else,58,0.733,0.557,4,-9.672,0,0.0562
spotify:track:1kmbMgdH81XirPnEuGQ2by,The River,Blues Saraceno,49,"['modern blues rock', 'rebel blues']",Dark Country 4,55,0.554,0.437,11,-8.187,0,0.0388
spotify:track:74gbCJ5ZvyYAjUA3PeshnR,Samurai 45,MIYAVI,51,['visual kei'],NO SLEEP TILL TOKYO,42,0.655,0.847,7,-5.269,1,0.06
spotify:track:2amILgDbyntP4yiYOaRqhh,Seven Nation Army,SKÁLD,52,['viking folk'],Vikings Chant (Alfar Fagrahvél Edition),54,0.826,0.533,11,-8.837,1,0.0484
spotify:track:2V9XdLMxQMuccsHEHBIN5D,I'm A Dragon,Apashe,59,['bass trap'],I'm A Dragon,11,0.67,0.909,5,-4.044,0,0.145
spotify:track:1iufC8YTgcuE5rcAM9lAeY,Satan's Arrival,Revolt Production Music,33,['epicore'],In Bloom,36,0.329,0.682,8,-8.919,1,0.0387
spotify:track:2ph6BRhGcUzc2W9wIulG5k,White Flag,Bishop Briggs,61,['modern alternative rock'],Church Of Scars,61,0.524,0.805,4,-4.08,0,0.065
spotify:track:7xDrRpY4RqYOk1gRf1iMlj,Glory Days,The Federal Empire,40,"['bossbeat', 'modern alternative rock']",Glory Days,50,0.505,0.686,5,-7.095,0,0.0436
spotify:track:5Dw1qIk4rwYV0jL04ADiS1,Whatever I Want,Kat Meoz,32,['bossbeat'],Royalty,0,0.538,0.918,1,-3.587,1,0.0746
spotify:track:6fd3mZrsVbe7N6whWrlZYv,Hungry,Rob Bailey & The Hustle Standard,53,['military rap'],Battle Tested,60,0.512,0.79,9,-6.166,1,0.0585
spotify:track:1M0hRg4ccFGMqi00ITrxNv,Switch Back,Quintino,58,"['dutch edm', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",Switch Back,53,0.639,0.925,6,-5.408,0,0.036
spotify:track:4h5KB1btt2aZBq9EJHmWF4,Slave to the Rhythm,Michael Jackson,81,"['r&b', 'soul']",XSCAPE,52,0.739,0.96,1,-2.293,1,0.0581
spotify:track:4KxqlCJNjBNwsmgzLFy3Is,Beast Mode,Kura,48,"['big room', 'electro house', 'progressive electro house']",Beast Mode,48,0.602,0.971,0,-6.065,1,0.0688
spotify:track:0mjGSve5fXuesAutgeN9OI,When The Summer Dies,deadmau5,66,"['canadian electronic', 'complextro', 'edm', 'electro house', 'pop dance', 'progressive house']",When The Summer Dies,0,0.795,0.642,1,-7.094,1,0.0516
spotify:track:7lnhH2bKqUpX6lsWymp5tk,Murky,Saint Mesa,42,['la pop'],Nocturne,0,0.476,0.423,2,-10.594,1,0.0292
spotify:track:3S9b5ink1kHrrKql3FdDI2,Nemesis,Ryllz,42,['dutch edm'],Nemesis,60,0.63,0.768,9,-4.891,1,0.0767
spotify:track:4wgVwhGGBghHADrwfgOBEX,Devils Got You Beat,Blues Saraceno,49,"['modern blues rock', 'rebel blues']",Dark Country 4,48,0.554,0.855,10,-5.145,0,0.0455
spotify:track:5NyA9sbbbRbjBeoJqFw1th,Hit and Run,LOLO,46,[],Hit and Run,56,0.675,0.82,11,-5.443,0,0.0526
spotify:track:4fqVXoHtVJyO9pGVY2u6Ch,Elektro (feat. Mr. Gee),Dynoro,64,['edm'],Elektro (feat. Mr. Gee),52,0.813,0.709,6,-4.14,1,0.116
spotify:track:2uFeoVSFIs23WQeXy9f13c,STREETS,AViVA,58,"['alt z', 'vapor pop']",VOLUME I,34,0.688,0.706,6,-6.007,0,0.1
spotify:track:2tVSOaKJ1a6SPFW5PvSYqH,Made For This,City Wolf,44,"['bossbeat', 'rebel blues']",City Wolf,32,0.441,0.858,1,-4.098,1,0.134
spotify:track:3sXsIBIFutSSMc2V4WCknY,Steel Commanders,Sabaton,70,"['power metal', 'swedish metal', 'swedish power metal']",Steel Commanders,57,0.419,0.945,4,-5.56,1,0.058
spotify:track:2yBtRSO2j14bDmJFH146AE,How Villains Are Made,Madalen Duke,50,"['canadian electropop', 'dark r&b']",Talking to Myself,0,0.357,0.366,4,-10.732,0,0.0305
spotify:track:5dSBatBm4GTbcAdXx3cjai,Black Magic Woman,VCTRYS,27,['dark pop'],Black Magic Woman,0,0.333,0.4,11,-12.898,0,0.0931
spotify:track:3I09LQbHS3NSU46Ly3tPpR,Feeling Good,Michael Bublé,72,"['adult standards', 'canadian pop', 'jazz pop', 'lounge']",It's Time,68,0.535,0.548,1,-6.51,1,0.037
spotify:track:2USlegnFJLrVLpoVfPimKB,Thunder,Gabry Ponte,71,"['eurodance', 'italo dance', 'slap house']",Thunder,80,0.67,0.896,1,-4.673,1,0.058
spotify:track:0AKUZnaxDNDEIofgzN5cl7,Gonna Be A Legend,The Phantoms,42,"['bossbeat', 'modern alternative rock', 'modern hard rock', 'rebel blues']",World Gone Mad,33,0.61,0.847,11,-6.296,0,0.205
spotify:track:2AG8rOY3Gzd2pL1kBpluGt,United,Armin van Buuren,73,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",United,50,0.643,0.957,1,-5.026,1,0.0892
spotify:track:0clLkj1AMdB66TpLHZnazR,Wake the White Wolf,Miracle Of Sound,60,['irish metal'],Level 5,53,0.459,0.814,7,-5.469,1,0.0436
spotify:track:3eMsgWDRq5dKl5SBTYGv2J,Higher,Eminem,89,"['detroit hip hop', 'hip hop', 'rap']",Music To Be Murdered By - Side B (Deluxe Edition),68,0.733,0.82,4,-4.758,0,0.218
spotify:track:3ovtITup4WcZtgDjW7nWZR,Where Is Your God Now,Rok Nardin,43,['epicore'],Where Is Your God Now,47,0.326,0.76,2,-9.988,1,0.0631
spotify:track:1BrgjqSg9du0lj3TUMLluL,To Hell and Back,Sabaton,70,"['power metal', 'swedish metal', 'swedish power metal']",Heroes,69,0.536,0.849,0,-4.702,1,0.0616
spotify:track:7F5jxmwf1uWVqh6nbYz7rl,Heaven Knows,The Pretty Reckless,58,"['alternative metal', 'candy pop']",Going to Hell,58,0.54,0.801,2,-3.733,1,0.0475
spotify:track:18q85q12rFgJQY8VL56O8p,Fire,Barns Courtney,60,['modern alternative rock'],The Dull Drums - EP,39,0.549,0.635,10,-6.282,0,0.0301
spotify:track:1aJtyIMev4kW8IMUxOjn1Y,Glitter & Gold,Barns Courtney,60,['modern alternative rock'],The Dull Drums - EP,47,0.487,0.626,1,-5.087,1,0.0383
spotify:track:3zIEvMYvCM0jiszho8jaFH,Stompa,Serena Ryder,42,"['canadian indie', 'canadian pop', 'canadian singer-songwriter', 'ontario indie', 'pop quebecois']",Harmony (Deluxe),44,0.668,0.809,4,-4.467,0,0.0373
spotify:track:4T6qHpA6VSKZL2MDlDOgJB,Jungle,X Ambassadors,70,"['modern alternative rock', 'modern rock', 'stomp pop']",VHS,0,0.385,0.751,2,-4.416,1,0.0909
spotify:track:60jI0JgMLLj1VggHJVhtRs,Glory And Gore,Lorde,75,"['art pop', 'metropopolis', 'nz pop', 'pop']",Pure Heroine,64,0.689,0.377,1,-8.761,1,0.0397
spotify:track:3NxEdi4qv6lsRLFmocdmjC,War Lord,2WEI,60,['epicore'],Escape Velocity,0,0.281,0.592,7,-11.004,1,0.0508
spotify:track:5VztMqsERqk41vBVInGPfS,Rule the World,Vision Vision,26,[],Rule the World,33,0.607,0.486,4,-6.346,0,0.0269
spotify:track:7oYTWS0BEJcddgKZBkiSJq,Far Over the Misty Mountains Cold,Clamavi De Profundis,47,['middle earth'],Far Over the Misty Mountains Cold (Extended Edition),47,0.173,0.279,7,-15.296,0,0.0333
spotify:track:5nyef8bHyXaglyArVUNlre,Deadwood,Really Slow Motion,49,['epicore'],Deadwood,64,0.337,0.756,10,-5.499,1,0.0817
spotify:track:2UgYkhMpgPXeYPqPBpgk6y,Pum Pum,Showtek,61,"['classic hardstyle', 'dutch house', 'edm', 'electro house', 'euphoric hardstyle', 'pop dance', 'progressive electro house']",Pum Pum,41,0.851,0.791,10,-4.413,0,0.0861
spotify:track:5zj80ti5GGOgMwXHWyqaDm,Toxic,2WEI,60,['epicore'],Sequels,0,0.403,0.622,8,-9.664,1,0.0693
spotify:track:2LzyUfJdRp3uqTrITBJXEY,Bottom of the River,Delta Rae,42,['folk-pop'],Carry the Fire,55,0.668,0.63,11,-5.746,0,0.0828
spotify:track:7zHrHnVSQwI95FGHewXDl8,Do Bad Well (feat. Nevve),KSHMR,64,"['big room', 'dutch house', 'edm', 'electro house', 'indian edm', 'pop dance', 'progressive electro house', 'slap house']",Do Bad Well (feat. Nevve),50,0.604,0.894,5,-4.755,1,0.113
spotify:track:1rEx6fOttcDltqIWlCCcDT,Light That Fire,Oh The Larceny,54,"['bossbeat', 'rebel blues']",Oh the Larceny,0,0.737,0.784,0,-3.084,0,0.0526
spotify:track:5oyCruHORvRI8UEh9xVyam,Horns,Bryce Fox,54,"['modern alternative rock', 'rebel blues']",Heaven on Hold,0,0.49,0.753,6,-5.411,1,0.238
spotify:track:46zwQjbJGeLYQjnNJI69Mz,Final Waltz,Suprhot,23,[],Final Waltz,0,0.317,0.362,9,-17.588,0,0.0536
spotify:track:5BLAWyqeHstm91X2AKUeuJ,A Final Waltz,Ludvig Forssell,40,"['anime', 'video game music']",Death Stranding (Original Score),28,0.15,0.121,1,-21.485,0,0.0408
spotify:track:0hOq7ItlxYdcxu0EdZgFDi,Everything Gonna Be Alright,Kunal Ganjawala,58,"['filmi', 'modern bollywood']",Jumbo,30,0.724,0.766,7,-5.516,1,0.0588
spotify:track:0xrHKtsVEJNdAaJYsxtyct,"Keyboard Concerto No. 1 in D Minor, BWV 1052: I. Allegro",Johann Sebastian Bach,75,"['baroque', 'classical', 'early music', 'german baroque']",Bach - Keyboard Concertos,9,0.44,0.342,2,-18.07,0,0.0304
spotify:track:0BWJNm4TrO6H3qgiCmDBjM,Toccata and Fugue in D minor,Johann Sebastian Bach,75,"['baroque', 'classical', 'early music', 'german baroque']",Great Organ Classics,55,0.0692,0.0463,2,-25.35,0,0.0373
spotify:track:4Ry3OvuDM4dXbw1nEfj84r,"Symphony No. 5, Op. 67: I. Allegro con brio",Ludwig van Beethoven,70,"['classical', 'classical era', 'early romantic era', 'german romanticism']","Beethoven: Symphony No. 5, Op. 67",3,0.375,0.145,0,-20.62,0,0.0386
spotify:track:1Ojz92vyPK4fJ5K8RVnV5u,"The Four Seasons - Summer in G Minor, RV. 315: III. Presto",Antonio Vivaldi,69,"['baroque', 'classical', 'early music', 'italian baroque']","The Four Seasons & Concertos for Bassoon and Violin ""in tromba marina""",65,0.34,0.489,7,-15.316,1,0.0412
spotify:track:3ZxzJSyL4EbQ7uLC28tOh0,Let's Kill Some Crows,Ramin Djawadi,65,"['german soundtrack', 'orchestral soundtrack', 'scorecore', 'soundtrack']",Game of Thrones: Season 4 (Music from the HBO Series),26,0.618,0.624,9,-14.522,1,0.054
spotify:track:3dkIE8P7hvl3tHl9KSb6dA,"Non, je ne regrette rien",Édith Piaf,59,"['chanson', 'torch song', 'vintage schlager']",Eternelle,67,0.382,0.354,7,-6.595,1,0.0289
spotify:track:3JnQth6rdt2s9PXtHQMW1E,The Way,Zack Hemsey,48,['epicore'],The Way,0,0.251,0.446,5,-11.942,0,0.049
spotify:track:6NluARB3Fv0cCx6SerrJEc,Children of the Sun (feat. Merethe Soltvedt),Thomas Bergersen,63,['epicore'],Children of the Sun (feat. Merethe Soltvedt),51,0.348,0.818,2,-4.07,0,0.0517
spotify:track:0kU03fMOPlBqyRqwrGldli,Rubik,Distrion,41,['gaming edm'],Rubik,0,0.754,0.85,8,-4.757,0,0.0325
spotify:track:63KCjeOeBni0Waop6xfqpf,Reaction,Sick Individuals,54,"['big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Reaction,0,0.749,0.922,5,-3.968,0,0.0624
spotify:track:0lixDLKnErIvmoeqmdm0Di,Take Me Away,Raaban,55,"['deep pop edm', 'nordic house']",Take Me Away,48,0.517,0.916,7,-5.253,1,0.205
spotify:track:3VkbTvOGw93eSi9p40PpPM,Dark Space,Arc North,53,['slap house'],Dark Space,23,0.611,0.713,5,-6.747,0,0.0881
spotify:track:5gWtkdgdyt5bZt9i6n3Kqd,Mad Hatter,Melanie Martinez,79,"['alt z', 'electropop', 'pop']",Cry Baby (Deluxe Edition),72,0.568,0.692,8,-4.513,1,0.0589
spotify:track:14uvyd51Ha7FihKHlOtUig,Let's Kill Tonight,Panic! At The Disco,75,['pop'],Vices & Virtues,60,0.455,0.867,9,-3.445,0,0.151
spotify:track:530sGWWlefN6YmGtBOPPME,Dolly Song (Devil's Cup),VIZE,67,"['german dance', 'slap house']",Dolly Song (Devil's Cup),53,0.815,0.872,9,-4.243,1,0.111
spotify:track:27BMhzmPptTnpra962NgQh,United,Armin van Buuren,73,"['dutch trance', 'edm', 'pop dance', 'progressive house', 'trance']",United,19,0.643,0.957,1,-5.026,1,0.0892
spotify:track:32PINF4tmKyRHurHQ9l1Hp,Shake,SAINT PHNX,44,"['rebel blues', 'scottish rock']",Shake,0,0.667,0.789,10,-6.187,0,0.0556
spotify:track:4MNx1N8V4RLTKlRsbQ5Sd2,Legend,The Score,67,"['modern alternative rock', 'pov: indie']",Myths & Legends,3,0.603,0.756,2,-3.218,1,0.0279
